label,text,predicted_class
0,hilarious video prof cnn even bother verify identity expert guest interview fake police chief,Fake
1,afghan taliban deny former hostage claim murder rape,True
0,celebrity cruise line ceo make political statement stunning open border,Fake
1,germany far right afd immigrant mp merkel conservative,True
0,case sean penn american love country still support video,Fake
1,highlight reaction german national election,True
1,china chongqing vow purge former leader vile influence,True
0,breaking update obama war cop ohio police officer murdered thug looking kill officer video,Fake
1,thailand buddhist monk order reform ahead royal transition,True
0,anti trump radical taunt trump supporter isi flag photo beheading video,Fake
1,trump make north korea sanction announcement oil official,True
0,new age guru dr deepak chopra say trump may mentally retarded video,Fake
0,watch assad destroys u reporter michael isikoff interview,Fake
0,sunday screening gun,Fake
1,hong kong democracy activist granted bail seek appeal jail term,True
0,democrat fuming vote keep hurtful word library congress,Fake
0,fbi clinton foundation investigation lead likely indictment donor funded isi,Fake
1,iraq 1991 u carpet bomb highway death,True
0,u taxpayer foot bill outrageous obama scheme import provide housing relative illegal alien democrat voter,Fake
1,generation gap china one child generation grows,True
1,merkel want eu consider halting turkish accession talk vote,True
0,plastic persona behind scene ted cruz medium machine,Fake
1,boom fed judge ruling unblocks trump travel ban asks aclu lawyer say muslim country,True
0,verified fakenews ap attempt discredit fox news alleged fake seth rich story worry shepard smith reputation could harmed,Fake
0,hippie throwback video photo emerge socialist punk,Fake
0,breaking crookedhillary told fbi deleted personal email fbi recovered 30 deleted benghazi email,Fake
1,uk pm may say brexit mean hard border ireland,True
0,el salvador launch commission find missing civil war,Fake
1,moody downgrade uk rating brexit growth fear,True
1,three dead sudan clash bashir visit south darfur u n,True
1,ex president vatican hospital convicted abuse office,True
1,brazil supreme court allows congress last word removal lawmaker,True
0,obama warns crackdown terrorism u would violate iran deal,Fake
0,shout poll apple give fbi backdoor access iphones,Fake
0,wikileaks julian assange reveals hillary connection isi discusses email could put jail video,Fake
1,russia red line moscow announces end u deconfliction cooperation syria,True
1,british police arrest 18 year old hunt london train bomber,True
1,iran parliament speaker nuclear deal collapse u quits agency,True
0,watch crazed lefty protesting trump shut syrian refugee disagrees video,Fake
0,thailand threatens prosecute facebook embarrassing video showing king walking mall yellow crop top,Fake
1,mexico plan aid puerto rico hurricane maria,True
1,russia veto extension mission probing chemical weapon use syria,True
0,boiler room ep 127 oppression commiseration similar topic,Fake
1,turkey expects visa spat u resolved soon deputy pm,True
0,la vega mass shooting story told,Fake
1,pakistan official detail car chase freed kidnapped u canadian family,True
1,turkey enemy interest rate target bank boost growth,True
0,sheriff arpaio bombshell obama birth certificate fake turning evidence fed video,Fake
0,bravo laura ingraham destroys juan williams calling trump pick team radical video,Fake
1,eu launch internal brexit transition work draft,True
1,kenyan court scrap presidential vote kenyatta call calm,True
1,saudi arabia vet use prophet saying counter extremism,True
1,youth charged murder fatal fire malaysian school,True
1,iraqi force seize oil city kirkuk kurd bold advance,True
1,british pm may call leadership contest former party chairman say,True
0,sub human surveillance video capture 4 black male brutally beating 37 yr old white male,Fake
1,turkish cabinet agrees close air space northern iraq,True
0,first female muslim legislator vote make life insurance company unthinkable dead terrorist video,Fake
0,nyt race obsessed liberal columnist go nut cnn conservative pundit touch arm video,Fake
1,ramping tension north korea may dangerous consequence kremlin,True
1,factbox conservative liberal progressive merkel jamaica coalition puzzle,True
1,north korean worker operating closed south invested factory zone,True
1,israel hit syrian site said linked chemical weapon,True
0,scrooge pastor heckle kid waiting line santa santa exist video,Fake
0,horrific humanitarian crisis open border president want know,Fake
0,tally total number lie told queen clinton crime syndicate debate,Fake
1,boiler room 100 2 part duh wire tapped,True
0,dog lover putin get top breed pup gift turkmen leader,Fake
0,life military academy donald j trump played rule learned winner,Fake
0,russia gear major war game neighbor watch unease,Fake
0,boom custom agent ignore obama appointed judge court order enforce trump travel ban,Fake
0,dc woman march aftermath street littered trash,Fake
0,warning worry stock market go crazy election,Fake
1,turkey say submit imposition united state visa crisis,True
0,new poll show democrat 50 prefer old,Fake
1,greek police cut size eu court rule woman,True
0,msnbc admits plan suppress bernie sander voter california,Fake
0,disrespectful dems exposed never guess also boycotted george w bush inauguration video,Fake
1,fidel castro patrick henningsen discusses legacy cuba future path,True
0,judge declares baby name illegal prevent emotional harm,Fake
0,embarrassing obama farewell speech terrorist attack u soil 8 year except one list video,Fake
1,air force ease policy discharging transgenders,True
1,turkish court order release pro kurdish party former spokesman party official,True
1,putin meet south korean president discus north korea sept 6 kremlin,True
1,syrian fighter pilot trial espionage turkey return syria,True
0,powerful rape survivor explains men never allowed woman bathroom locker room,Fake
0,lol lifetime politician got 2 support voter gop primary tell cbs know america first mean video,Fake
1,spain give catalan leader five day clarify independence,True
0,breaking obama director diversity donates hundred thousand tax payer dollar open border,Fake
1,u swimmer kick russian booty russian swimmer shake finger,True
1,eu plan brexit summit gesture may hint cash,True
1,troubled king chicago rahm emanuel desperate save 2020 presidential run,True
1,coal mine explosion kill nine worker northern china xinhua,True
0,foul mouthed model chrissy teigen blame president trump mental physical breakdown make hilarious demand video,Fake
0,judicial watch email release show huma asked plan healthy hillary funeral,Fake
1,putin russia u tie may improve joint fight terror,True
1,chaotic scene suspect wheeled around airport north korean leader brother killed,True
0,colin powell picked wrong guy general flynn rip shred nasty comment leaked email video,Fake
1,north korea seen moving missile development center south korean broadcaster,True
1,new zealand labour leader say reach nz first next couple day,True
1,sunnistan u allied safe zone plan take territorial booty northern syria,True
0,boiler room ep 50 1 year anniversary extravaganza,Fake
0,hilarious video show pattern cnn cutting news feed guest share opposing view,Fake
1,soccer star weah vp boakai near liberia presidential run,True
1,chemical weapon watchdog get new leader investigates syria,True
1,africa eye senior trump envoy visit u policy hint,True
0,delta cancel 800 flight due irma,Fake
1,join nationwide planned parenthood protest saturday,True
0,black politician increase attack ben carson,Fake
1,strong quake near mexico city kill least 226 rescuer dig collapsed building,True
1,south korea moon say putin share understanding north korea,True
0,classless hollywood lib address thousand commencement speech drop f bomb whiny opening line,Fake
1,france give 15 million euro aid syrian area freed islamic state,True
0,breaking victor alonzo majia nunez arrested attempted drive shooting roswell,Fake
0,boiler room ep 52 never ending chaos,Fake
0,breaking picture mother whose boy climbed gorilla cage revealed angry black twitter user humiliated blaming white privilege gorilla death,Fake
0,mother fight discover fate dead baby body find empty coffin,Fake
1,trump awkward first date frau merkel,True
1,turkish nationalist leader say thousand ready fight iraq turkmen,True
0,prominent democrat claim old,Fake
1,north korea deepening economic diplomatic isolation mattis,True
1,congo ban non biometric passport spark outcry,True
0,cher attack trump compare bill clinton infidelity trump 3 marriage forgets one important fact,Fake
0,reporter expose huge reason charlottesville protest got control going video,Fake
0,truth sore loser obama using russian hacker story video,Fake
0,gay marriage approved supreme court ironic dissenting opinion justice robert court legislature,Fake
1,world food program seek 75 million dollar rohingya crisis,True
0,michelle obama middle east speech compare oppressive childhood muslim girl living sharia law video,Fake
1,liberia ruling party alleges election irregularity,True
1,china say futile use trial taiwanese activist attack chinese law,True
0,cnn interview turn screaming match activist director argues new irrelevant footage michael brown game changer video,Fake
1,trump iran plan driving eu toward russia china germany,True
0,breaking leftist caught undercover video planning act violence,Fake
1,white house lockdown suspicious package 1 person detained,True
1,putin russia reserve right cut u diplomatic mission,True
1,catalan leader lose power senate approves direct rule,True
1,kenyan police disperse protest election commission,True
0,new orleans sued new document support lawsuit confederate statue removal bout time,Fake
1,kremlin say putin erdogan discus syria phone call,True
1,damascus iran vow confront israel,True
1,syrian democratic force say reach deir al zor industrial zone statement,True
1,hollywood suffers meltdown trump withdraw paris climate deal,True
0,breaking judge ambushed outside courthouse shot waiting gunman video,Fake
0,oops medium lied transgender surgery military member cost taxpayer lot fakenews telling american,Fake
0,frankfurt defuses massive wwii bomb evacuating 60000,Fake
1,white house reject talk north korea nuclear issue,True
1,uk prince harry say troop need mental well physical fitness combat training,True
1,turkey arrest four people explosion tupras refinery anadolu,True
1,british child sex abuser 102 sentenced crime 1970s,True
0,obama ready battle america aggressively defend bringing muslim refugee u,Fake
0,unreal former gitmo detainee protest u embassy freebie u,Fake
0,watch maxine water go ballistic confronted constituent say love president video,Fake
0,somali man charged canada attack ordered deported u,Fake
1,u n seek massive help rohingya fleeing myanmar ethnic cleansing,True
0,screaming leftist interrupt trump speech crowd go wild video,Fake
1,u n say still determining myanmar crisis genocide,True
0,diamond silk open large whoop maxine water painfully funny video,Fake
1,stockholm study u europe top arm trade globally saudi arabia weapon import skyrocket 200 percent,True
1,spacex explosion rock launchpad firm cape canaveral facility florida,True
1,catalan separatist take street ahead referendum,True
1,varadkar bounce give ireland fine gael eight point poll lead,True
1,china court release video taiwanese activist confessing subversion,True
0,official trump potus 45,Fake
0,state funded progressive indoctrination college prof demand student adopt atheist belief leftist view fail,Fake
1,bomb threat criticism hit hispanic bbq owner plan white appreciation day,True
0,anti trump anarchist attack pro trump rally participant trump supporter fight back video,Fake
0,college student undercover video get suspended professor call election trump act terrorism video,Fake
0,hollywood hypocrite leonard dicaprio jet la friend across world 6000 mile hear speech global warming,Fake
0,company fire democrat receiving letter retired navy seal exposing mocking widow deceased navy seal ryan owen video,Fake
0,wow sarcastic mike barnicle get earful kellyanne conway saying republican fair obama video,Fake
1,ultra orthodox protester arrested violent clash jerusalem,True
1,colombia peace deal cannot modified 12 year court rule,True
1,u urge iraq avoid clash kurd near kirkuk,True
1,factbox new zealand 2017 election main party policy,True
0,lol leader nothing senate mitch mcconnell caught video whining president trump excessive expectation congress,Fake
1,suspected separatist bomb wound 3 police cameroon anglophone region,True
0,hey nfl hear u monday night football rating plummet,Fake
0,pope make visit nun obama regime suing conforming obamacare contraception mandate,Fake
0,wow video surface bernie sander praising communism bread line video,Fake
1,leaving nothing chance china increase security social control congress,True
0,new 9 11 trailer featuring charlie sheen whoopi goldberg,Fake
1,kenya opposition call protest date repeat election due,True
0,update 12 state giving obama middle finger unlawful transgender bathroom decree,Fake
0,breaking protester jump stage grab trump secret service reacts trump reaction priceless video,Fake
0,message progressive left want see real nazi,Fake
1,spanish police occupy catalan tech hub banned vote,True
0,outrageous nancy pelosi claim obamacare honor vision founder video,Fake
1,murdoch uk paper arm admits computer hacking fuelling criticism sky takeover,True
1,zimbabwe vice president possible mugabe successor say poisoned,True
1,germany schaeuble eye another run finance minister,True
1,ceasefire deal sealed rebel pocket near damascus,True
0,note saturday night live making fun trump brave funny video,Fake
1,u north korea clash u n forum nuclear weapon,True
0,jihadi gran get 10 year joining son syria,Fake
1,italy 5 star launch vote leader di maio hot favorite,True
0,rapper met obama white house strategize,Fake
1,brexit game eu barnier say,True
0,lol cnn host lemon tell viewer insult intelligence reporting susan rice spying scandal video,Fake
1,austria far right party accuses conservative stealing campaign idea,True
0,oops medium think voter would forget hillary friend mentor late kkk leader robert byrd video,Fake
1,dna test dali body refute woman paternity claim,True
0,congress dealt big blow obama favorite terror group video,Fake
1,trump say giving peace chance u embassy move jerusalem interview,True
1,iran soleimani arrives kurdish region talk crisis baghdad,True
1,turnout high iraqi kurd defy threat hold independence vote,True
1,u condemns arrest istanbul consulate worker,True
1,philippine soldier kill nine maoist rebel gunbattle,True
1,medium say trump cannot use anonymous source,True
0,cnn really cosmopolitan bias,Fake
1,volatile kenya mp former senator detained hate speech allegation,True
0,playboy reporter whine getting respect trump female deputy press secretary video,Fake
1,macedonia pro western social democrat claim victory local election,True
0,stung reputation taiwan look turn corner money laundering,Fake
0,kidding arizona newspaper concerned border fence high illegals cross safely,Fake
1,canada trudeau defends finance minister amid ethic question,True
0,misleading mainstream medium pushing false narrative trump elector could steal election gonna happen attack democracy really bad idea,Fake
0,first amendment right stolen thug young man saved cop savagely beaten black life matter mob wearing trump hat video,Fake
1,know far london train bomb,True
1,madrid representative catalonia apologizes police violence independence vote,True
0,mom brings truth bomb bathroom controversy go viral awesome,Fake
1,u n say 78000 civilian could trapped iraq hawija,True
1,approval rating brazil temer plummet poll,True
1,trump spanish pm rajoy say oppose catalonia independence bid,True
1,priest rescued philippine troop retake marawi militant stronghold,True
0,comedy gold bernie sander hilarious meltdown repeal obamacare old 55 60 yr age health insurance,Fake
0,texas church shooter year soft target attack,Fake
1,modi say india share myanmar concern extremist violence,True
0,obama gal pal loretta lynch recuse crooked hillary criminal investigation despite private meeting hillary impeached husband,Fake
0,breaking undercover video democrat operative starting anarchy hillary know going mentally ill people paid start violence admits dems planned riot chicago trump rally video,Fake
1,pro independence china poster appearing hong kong campus stoke new tension,True
0,leftist medium destroyed mike flynn,Fake
0,fake news week mainstream medium fake news fit print,Fake
1,czech vote winner babis want active eu role favoring government extremist,True
1,trump meet latin american leader eye venezuela,True
0,cnn lemon try blame trump cut guest agree montana body slamming incident video,Fake
0,iran respond u move designate revolutionary guard terrorist group,Fake
0,video divider chief,Fake
1,france macron say mistake pull iran nuclear deal,True
0,breaking news bernie supporter caught plagiarizing trump supporter chanting lock video,Fake
0,ben carson speaks trump controversy democrat panicking,Fake
0,breaking felon wearing black life matter shirt fire 17 shot indianapolis police officer home screamed hate police video,Fake
1,u n fear exodus muslim rohingya myanmar,True
1,fierce firefight philippine toughest urban war last building,True
1,lithuania social democrat mp disobey party stay government,True
1,turkey say myanmar allows first foreign aid delivery,True
1,nigerian vp osinbajo say running presidency card,True
0,hollywood director tried make political statement wearing dress majority muslim nation oscar suggested sharia compliant gown,Fake
1,trump say call uk may friday following train blast,True
1,u n appalled mass hanging iraq concerned may follow,True
1,xi say china continue open economy deepen financial reform,True
1,pakistan ruling party nominates ousted pm sharif lead,True
0,hillary secret weapon evan mcmullin cia goldman sachs candidate,Fake
0,race baiting cop hater dealt major blow baltimore judge find evidence crime committed freddie grey,Fake
1,syrian vote kurdish led region north,True
1,former thai pm thaksin charged royal insult attorney general,True
0,liberal american student get brutal lesson american exceptionalism irish journalist video,Fake
1,twitter board ban rt sputnik ad ahead capitol hill testimony,True
1,hungary demand faster eu nato integration west balkan,True
1,bangladesh carving forest land shelter desperate rohingya,True
0,malawi vampirism mania spread two die mob violence,Fake
0,episode 126 sunday wire j vu 1968 guest matthew richer basil valentine,Fake
0,violent radical commie angela davis strategy beat trump every american hear need know end game,Fake
0,episode 162 sunday wire revolution televised guest vanessa beeley,Fake
1,armed men destroy two dozen logging truck chile indigenous dispute,True
0,genealogy trump u turn palestine,Fake
0,watch dinesh souza great comeback student called hack video,Fake
0,msnbc hate filled liberal host chris matthew make joke president trump assassinating son law medium outrage,Fake
0,wow remember medium said trump mocked disabled reporter proof lied video,Fake
0,medium lie exposed hundred student rally support fired sc school cop fight back cop hating,Fake
1,exiled chinese tycoon guo seeking asylum u,True
0,hillary supporter add anti trump tony basket sex offender video,Fake
0,sarah huckabee sander destroys room full fake news reporter encourages every american watch video exposing veryfakenews cnn video,Fake
1,uk hammond urge party unite brexit say eu enemy,True
1,turkish soldier killed pkk attack southeast source,True
0,boiler room 66 globo terror pokego pocalypse,Fake
0,outrage student threatens violence trump high school yearbook quote,Fake
0,trump hurricane irma big monster,Fake
1,number rohingya fleeing myanmar bangladesh 370000 u n,True
1,myanmar suu kyi set aid plan end rohingya crisis,True
1,uk custom ready deal brexit finance minister say,True
1,norfolk southern resume limited train service irma hit area,True
0,year let make christmas great,Fake
0,video awesome texas mom frustrated mckinney pool incident tell parent teach kid respect authority,Fake
0,kidding aside hillary seizure middle q journalist judge video,Fake
0,report robert mueller target trump son grand jury,Fake
1,philippine president declares marawi liberated battle go,True
0,reince priebus embarrasses snarky nbc meet press host promoting fake russian rnc hacking story video,Fake
0,russian occupation crimea marked grave human right violation u n,Fake
1,merkel regret refugee policy despite political cost,True
1,egypt extends state emergency three month starting friday official gazette,True
0,liberal smack day watch happens racist msnbc host try shame latino trump supporter using illegal alien term video,Fake
1,indonesian school launchpad child fighter syria islamic state,True
0,little cash much politics leaf unesco fighting life,Fake
0,trey gowdy furious lawless loretta lynch clinton email hearing total waste time fact embarrassing presidential candidate hillary,Fake
0,breaking violence erupts outside deploraball street c trump supporter video,Fake
1,henningsen crosstalk american foreign policy dumbed,True
1,factbox saudi king lift ban woman driving right,True
0,chicago area school replacing book white male author book culturally relevant,Fake
0,hawk double,Fake
1,france call catalonia discussion within spanish constitution,True
1,insight rap party china tap youth culture hook millennial cadre,True
0,breaking dallas dpd chief confirms 10 officer shot,Fake
1,u sanction seven iranian individual two entity,True
1,u lawmaker want supercharged response north korea nuclear test,True
1,blast hit afghan capital near shi ite mosque killing least one,True
0,zakharova slam cia chief pompeo stop making anti russian fiction,Fake
1,hurricane irma kill least eight saint martin minister,True
1,eu withholds 33 million loan moldova justice reform hold,True
0,transportation secretary unequal distribution sidewalk keep poor shot american dream,Fake
0,russia wikileaks conspiracy theory clinton claim ridiculous,Fake
1,russian military u coalition predator drone spotted time place syria un aid convoy attack,True
1,trump macron discus joint counterterrorism operation africa sahel,True
0,latina restaurant owner threatened called stage trump rally video,Fake
0,exposed obama regime gave million u tax dollar radical soros group used take conservative european nation government,Fake
1,trump administration blacklist three official south sudan war,True
0,college professor severed trump head painting displayed art gallery largest public university alaska trump elected,Fake
0,oops heckler force hillary stage la one minute video,Fake
1,pierre berge co founded yves saint laurent fashion house dy,True
1,trump say democracy must restored venezuela soon,True
0,incoming freshman put notice welcome letter u chicago dean student trigger warning crybaby stay home,Fake
0,sickening soros protester block u air force vet entering inauguration ceremony video,Fake
0,day dallas cop memorial,Fake
0,breaking leftist democrat mayor ordered baltimore police stand video,Fake
0,wow texas imam agrees trump shutting muslim immigration peace come religion,Fake
1,china say peaceful settlement north korea issue wanted,True
1,south korea approves 8 million aid north korea timing decided later,True
1,u led coalition say islamic state convoy remains syrian desert,True
1,uk pm may must fight political mainstream,True
1,turkey deal iraqi central government pm meet soon spokesman,True
1,france say north korea close long range missile capability,True
1,catalan leader back mediation resolve regional crisis,True
1,machete attacker,True
1,turkey say u indictment former minister amount coup attempt,True
0,john mccain say rand paul working putin,Fake
0,far left austrian president must ask woman wear headscarf believe video,Fake
1,spain pm call catalan leader drop independence plan avoid greater evil,True
1,turkish foreign minister say joint operation iraq table referendum,True
1,filipino bishop urge bell ringing prayer protest bloody drug war,True
0,new movie black life matter terrorist want see really happened ferguson courtroom,Fake
1,police charge czech pm candidate babis subsidy fraud,True
1,venezuela injured activist struggle heal,True
1,assad aide say syria fight force including u backed militia,True
0,boom trump hold dishonest medium accountable nbc cut 9 minute kellyanne conway interview trump expose twitter video,Fake
0,boiler room ep 74 dustification crooked witch left,Fake
0,liberal hack anchor jump fox harassment train grossly inappropriate video,Fake
1,japan call north korea behavior absolutely unacceptable,True
0,boiler room ep 122 charlottesville history violent cultural revolution,Fake
1,rocket strike downtown kabul casualty reported,True
1,ukraine controversial law reform open revision justice minister,True
1,missing person agency open high tech global hq netherlands,True
0,breaking violence erupts ferguson two people shot video,Fake
1,kurdish rebel leader talabani sought iraqi unity president,True
0,minnesota church place 1800 blessed ramadan sign around twin city make muslim feel welcome video,Fake
0,treason white house say entirely likely even expected iran use billion sanction relief terrorism video,Fake
1,despite strain vietnam china forge closer economic tie,True
1,brazil supreme court block extradition italian leftist ex guerilla battisti,True
0,sickening angry black student spray paint racist graffiti uw madison campus radical professor,Fake
1,german court sentence 88 year old holocaust denier jail,True
1,xi call concerted effort resolve korean peninsula issue xinhua,True
1,fourth ex governor mexico pri arrested corruption charge,True
0,marketing firm ceo give job applicant snowflake test video,Fake
1,soccer star weah lead county liberia presidential election vote,True
1,trump administration face flood lawsuit executive immigration ban,True
0,boiler room ep 114 psycho compromised medium,Fake
0,watch bill reilly exclusive interview president trump video,Fake
1,barnier say peg deal open britain post brexit,True
0,bombshell clinton wikileak expose entire shadow government jay dyer vid,Fake
0,leftist use trump teach kid use violence someone disagree want kill video,Fake
0,chip old block harvard bound malia obama caught frat house picture large party bong,Fake
1,cambodia pm call u withdraw peace corp volunteer,True
0,president trump sr staff member omarosa manigault marries democrat pastor trump dc hotel amid death threat video,Fake
1,protest greets former trump adviser bannon hong kong investor event,True
0,video baltimore mayor try embarrass fox news reporter white house suggests gun control solve crime baltimore,Fake
1,young japanese voter happy job market lean toward ruling party,True
1,russian foreign ministry meet visiting north korean diplomat ria,True
1,nz first leader welcome politically driven drop nz,True
0,face censorship cnn cut feed pro trump congressman soon brought wikileaks video,Fake
0,brilliant video sheriff clarke explains blackliesmatter bastard child handsupdontshoot lie,Fake
1,hollywood suffers meltdown trump withdraw paris climate deal,True
0,lt col tony shaffer slam jim clapper trump criticism idiot video,Fake
0,crooked hillary clinton latest speech crashed angry haitian pushing answer,Fake
1,u n enacts sanction anyone hindering mali peace,True
1,catalan government say voter may use polling station referendum,True
1,iran unveils ballistic missile range 2000 km tasnim news,True
1,italy 5 star say euro referendum last resort,True
1,suicide bomber kill 13 others northeast nigerian city police official,True
0,trump asks reilly,Fake
1,boiler room ep 129 mandalay massacre initial boil hesh,True
1,russia knew u backed syrian force area bombed pentagon,True
1,factbox humanitarian crisis bangladesh 370000 rohingya flee myanmar,True
0,espn senior writer say cop,Fake
1,afghanistan never militant sanctuary u ambassador,True
0,snowflake go berserk nypd rent mob protest trump tower video,Fake
1,uk say defense commitment nordic baltic state waver brexit,True
1,abe push reform japan pacifist constitution election win,True
0,truth alicia machado blow backfire big time hillary dirty campaign video,Fake
0,white student turned away anti racism event black people deserve safe place without white people,Fake
1,yale disfigures stone carving disarm puritan pointing musket,True
0,eye opening liberal talk white,Fake
1,u boot u marine deployed ground combat iraq defend oil field,True
1,nine dead seven missing irma hit french island minister,True
1,u medium silence pentagon deploys ranger armoured regiment ground syria,True
1,trial alleged ringleader benghazi attack begin washington,True
1,china communist party complains fabricated twitter account,True
0,professor political ignorance going consequence,Fake
0,cnn clown cry fake news us unverified story push islamaphobia lie viewer video,Fake
0,classless kennedy family history philanders,Fake
0,viral video german youth deliver powerful anti refugee message political leader ready reconquista,Fake
0,peace prize president obama approved 200 billion arm deal since 2009,Fake
1,anti zuma mp quits south africa corrupt anc,True
0,britain theresa may refuse wear headscarf saudi arabia visit medium compare bravery hillary,Fake
0,american expected obama call calm instead used press conference bash trump video,Fake
1,trump adviser craft orderly response north korea latest test,True
0,bigger snowden wikileaks vault 7 classified cia leak mean,Fake
0,thinking disheveled obama yell air force one bill clinton bill,Fake
1,tokyo governor koike examine step exit nuclear power dependence 2030,True
0,french journalist hit huge fine inciting hate muslim even though know said true,Fake
0,young woman pleads president trump keep talking muslim invader video,Fake
1,catalan government appeal direct rule constitutional court,True
1,activist make impact,True
0,watch trump gatecrashes glenn beck cruz caucus event nevada,Fake
0,rachel maddow announces plan reveal trump tax return hey maddow,Fake
0,check new ben jerry flavor touting america favorite socialist,Fake
1,british police release two men parson green attack probe,True
1,u military say airstrike somalia kill three al shabaab fighter,True
1,gaddafi son good health following politics family lawyer,True
1,iran regional behavior mean nuclear deal enough macron,True
0,6 people show see hillary tx airport ignored 6,Fake
1,nothing change say britain bid post brexit security pact,True
0,somalia rebuke state breaking qatar,Fake
1,british lesbian win right spousal visa landmark hong kong case,True
1,guatemala congress say withdraw contested graft reform,True
1,u army probe fake evacuation order sent u military family south korea,True
0,breaking story true evil exposed video planned parenthood director caught video selling aborted baby part,Fake
0,stephen colbert response vulgar remark trump made american want fired even firecolbert video,Fake
0,winning george soros group get black eye hannity advertiser come back allegedly pulling ad seth rich story,Fake
0,view loudmouth liberal joy behar call bill clinton rape victim tramp show targeted woman video,Fake
0,real indian,Fake
1,brazil new top prosecutor sworn say maintain graft fight,True
1,pakistan anti corruption agency start criminal investigation ex pm finance minister,True
1,bosnian expert find 86 skull scene 90 war massacre,True
1,uk brexit bill scheduled debate parliament next week,True
0,whoa chicago tribune nation important democrat power would ask step,Fake
0,facebook partner snopes called fact checking site burry fake news,Fake
1,grace mugabe return zimbabwe campaign trail assault charge,True
0,beyonce performed sickening,Fake
0,boiler room examination,Fake
0,poem twas night cnn christmas,Fake
0,watch happens freedom nation put political correctness citizen video,Fake
1,boiler room ep 111 build world order burger,True
1,turkish prosecutor seek 15 year jail sentence right activist,True
1,gerald celente top 10 trend 2017,True
1,macron urge french value success reject president rich tag,True
0,entire mainstream warmongering medium fake,Fake
0,navy seal forced abort american hostage rescue effort obama busy golfing martha vineyard approve mission,Fake
1,turkey want iraq kurdish region drop referendum avoid sanction,True
0,college punishes success allowing yacht club prestigious school video,Fake
1,top u general say exiting iran nuclear pact would make future deal tough,True
0,watch blacklivesmatter student panic asian student turn table talk racial harassment black,Fake
0,hope forgotten america trump last chance steel town 94 job gone video,Fake
0,breaking ford ceo cite trump announcement scrap 1 6 billion mexico plant invest mi instead video,Fake
1,u student rape allegation italian police basis minister say,True
1,china president xi say continue year long war smog,True
0,best meltdown 2016 tucker carlson blast senior writer newsweek trump mental hospital answer question video,Fake
0,brian williams job scare people death north korea video,Fake
1,spain catalonia clash policing illegal independence vote nears,True
1,vietnam vet,True
0,black harvard student host separate segregated graduation ceremony,Fake
0,husband presidential candidate criminal investigation secret meeting taxpayer funded plane obama crooked ag video,Fake
1,jailed british iranian charity worker received letter ex uk pm cameron prosecutor,True
1,france macron say raqqa fall end battle islamic state,True
1,kremlin deeply concerned rising tension korean peninsula,True
0,cnn cut feed gop rep scott taylor cite new fbi report showing 30 domestic terror case involve refugee,Fake
1,myanmar suu kyi working get aid rohingya mcconnell,True
0,smug cnn anchor say release identity trump wwe video creator remarkable apology,Fake
1,elite nazi allied order hungary claim trump adviser sebastian gorka sworn member,True
0,gay man former liberal make riveting youtube video urging american vote trump muslim country execute gay radical common law,Fake
1,eu parliament brexit coordinator urge may address chamber,True
1,north korea say goal equilibrium u testing hwasong 12 missile kcna,True
1,protester force rohingya refugee flee sri lanka safe house,True
1,tunisia chahed name new cabinet tension,True
1,turkey vow take measure iraqi kurdish referendum endangers security,True
0,horrific human trafficking case 8 people found dead,Fake
0,better dangerous donald crooked hillary,Fake
0,six prominent democrat called violence american agree politics video,Fake
1,french union say join far left protest macron reform,True
0,walmart make senior veteran greeter remove military cap okay muslim employee wear,Fake
0,trump blast john mccain lindsey graham focus energy isi,Fake
1,u fly bomber korea trump discusses option,True
1,uk looking measure pressure north korea pm may spokeswoman,True
1,u n brace rohingya flee seek access rakhine myanmar,True
1,chinese medium warns war u following tillerson remark south china sea,True
0,first open lesbian bishop want add muslim prayer room remove cross church,Fake
0,would hillary clinton presidency mean war,Fake
0,austrian justice system give teen homemade nazi tattoo sentence refugee convicted anal rape 72 year old,Fake
1,icao condemns north korea urge regulatory compliance,True
0,say blacklivesmatter textbook used part common core curriculum grade 6 12 video,Fake
1,egypt security force arrest 12 suspected militant south cairo ministry,True
0,busted abc washington post poll showing hillary clinton leading trump 12 fake,Fake
0,sheriff clarke obama final day obama like tenant evicted property,Fake
0,woman want become dnc chair job shut white people say,Fake
1,cameroon anglophone protest reignite separatist tinge,True
1,ukraine cyber police chief say ukraine hit badrabbit malware,True
0,education secretary blocked harrassed trying enter c school video,Fake
1,trump pledge close collaboration uk attack white house,True
0,ex president 100 yr set shadow government gone length undermine successor video,Fake
1,may side madrid catalonia stand,True
1,indian troop firefight rebel near border myanmar,True
0,liberal see light huffpo columnist let rip obama destruction democrat video,Fake
0,pull back curtain npr pb salary convince trump right cut,Fake
1,myanmar play diplomatic card avert u n censure rohingya,True
1,scotland snp must come doable independence plan brexit salmond,True
0,realist perspective president trump,Fake
0,woman france fight back muslim men ban sharing public space video,Fake
0,obama made possible protester arrested sent jail disrupting trump rally,Fake
1,nigeria hold presidential parliamentary election feb 16 2019,True
0,brutalized trump supporter win one federal lawsuit city san jose go forward video,Fake
1,nigeria set start mass trial boko haram suspect behind closed door,True
1,rebel say south sudan use uganda territory could spread instability,True
0,lol trump supporter sing hey,Fake
1,greek prime minister say turkey continue european orientation,True
0,another known wolf nyc bombing suspect probed fbi,Fake
0,stealing election shocking cbs report show anyone hack vote 15 video show easy rig system,Fake
1,putin tell maduro keep cooperating economy,True
